Date,Bitcoin,Tether,Litecoin,Ardor,Ethereum,Lisk,Monero,Dash,Stratis,Waves,Bytecoin,BitShares,NEO,Zcash,NEM,Stellar,Ripple,Equities,Commodities,Gold,REIT
22/01/2017,0.926216782,1,0.851441242,1.518482108,1.309669523,1.035335148,0.871868289,1.345503117,1.058125397,1.127511047,0.793103448,0.912324031,0.805923534,0.893542397,1.074418605,0.941555824,1.054177136,1.005970334,1.009079118,1.038216509,1.00436368
23/01/2017,0.92255066,1,0.851441242,1.653853716,1.324357405,1.035927506,0.876879026,1.352626892,1.207314377,1.086584253,0.793103448,0.913311929,0.916152593,0.884051991,1.072383721,0.939943571,1.051664573,1.003264196,1.009079118,1.05254773,1.012727266
24/01/2017,0.894183286,1,0.840354767,1.809575305,1.301101591,0.991274368,0.845382963,1.254674978,1.047928929,1.055552543,0.775862069,0.91010126,0.847519406,0.854342893,1.134302326,0.90044337,1.02701005,1.009850166,1.009727626,1.076433098,1.013090925
25/01/2017,0.90304809,1,0.822616408,1.880751081,1.29375765,0.971127543,0.846814603,1.2920748,1.122136561,1.05904971,0.862068966,0.903432946,0.875741147,0.828347431,1.320639535,0.869407497,1.022770101,1.017955293,1.007133593,1.070859739,1.006181823
26/01/2017,0.919124939,1,0.849223947,1.859811247,1.29620563,0.973430418,0.857551897,1.339269813,1.176904584,1.08011856,0.965517241,0.94640652,0.941984335,0.794718383,1.512790698,0.885530028,1.050565327,1.017206787,1.01232166,1.048566862,1.00436368
27/01/2017,0.921288552,1,0.855875831,1.695831695,1.290085679,0.983773386,0.866141732,1.365983972,1.453162563,1.068750508,0.965517241,0.955297604,0.918937402,0.788528987,1.451744186,0.885126965,1.007380653,1.01632541,1.003891051,1.027866236,0.994181798
28/01/2017,0.92313163,1,0.853658537,1.754522218,1.29253366,1.034416661,0.919828203,1.359750668,1.356544806,1.105936147,1.051724138,0.942948876,0.949471591,0.788116361,1.399709302,0.883514712,0.995917085,1.01632541,1.003891051,1.027866236,0.994181798
29/01/2017,0.921038134,1,0.853658537,1.996067637,1.282741738,1.050829634,0.906227631,1.381121995,1.457431816,1.080303811,1,1.027167202,0.995509056,0.79781308,1.501162791,0.8968158,1.005339196,1.01632541,1.003891051,1.027866236,0.994181798
30/01/2017,0.921919606,1,0.89135255,1.912996461,1.29375765,1.077046463,0.909806729,1.421193232,1.316919506,1.049850444,1,1.020992838,1.08403071,0.824840107,1.526744186,0.990729545,1.002041457,1.010217775,0.994811933,1.040605046,0.987999937
31/01/2017,0.972023279,0.999997,0.904656319,1.870232009,1.313341493,1.065598648,0.929849678,1.430988424,1.251167482,1.020680276,0.982758621,1.002469746,1.036484514,0.815349701,1.522383721,0.955663039,0.991520101,1.009318682,1.000648508,1.03980892,0.995636281
